TowerID,Location,Operator,Band,Traffic,Uptime,Faults,Faults_Class,Uptime_Class,Traffic_per_Fault,Downtime,Fault_Severity_Index,Log_Traffic,Log_Downtime,Log_Traffic_per_Fault,Uptime_Traffic,Traffic_per_Downtime,Traffic_Squared,Uptime_Squared,Traffic_Bin,Uptime_Bin
120,East,Operator1,1800 MHz,64.98,99.44,2,High,High Uptime,32.49,0.5600000000000023,1.2800000000000011,4.1893516658004355,0.4446858212614471,3.5112468868061133,6461.6112,116.03571428571382,4222.4004,9888.3136,Low,High
121,West,Operator1,1800 MHz,119.32,100.37,7,High,High Uptime,17.045714285714286,-0.3700000000000045,3.3149999999999977,4.79015486020153,-0.4620354595965658,2.8929082208920733,11976.1484,-322.48648648648253,14237.262399999998,10074.136900000001,Very High,
122,Central,Operator1,2100 MHz,120.35,93.99,2,High,Low Uptime,60.175,6.010000000000005,4.005000000000003,4.79867893217261,1.9473377010464994,4.113738609328736,11311.696499999998,20.02495840266221,14484.1225,8834.120099999998,Very High,Medium
123,East,Operator1,2100 MHz,71.47,93.53,2,High,Low Uptime,35.735,6.469999999999999,4.234999999999999,4.28317268312119,2.0108949991447256,3.6037299790722406,6684.5891,11.046367851622877,5107.9609,8747.8609,Low,Medium
124,Central,Operator3,2100 MHz,77.37,106.62,1,Low,High Uptime,77.37,-6.6200000000000045,-2.8100000000000023,4.361441201064773,,4.361441201064773,8249.189400000001,-11.687311178247727,5986.116900000001,11367.824400000001,Low,
125,Central,Operator1,2500 MHz,80.32,84.78,3,High,Low Uptime,26.77333333333333,15.22,9.11,4.398391988760146,2.7862450486872667,3.3240763277246614,6809.5296,5.277266754270696,6451.302399999999,7187.6484,Low,Low
126,South,Operator1,2100 MHz,138.23,98.7,3,High,High Uptime,46.07666666666666,1.2999999999999972,2.1499999999999986,4.936127241921194,0.8329091229351028,3.8517774784128624,13643.301,106.33076923076946,19107.5329,9741.69,Very High,High
127,South,Operator1,800 MHz,96.7,96.92,2,High,High Uptime,48.35,3.0799999999999983,2.539999999999999,4.581901559048737,1.40609698841607,3.8989377658794906,9372.164,31.396103896103913,9350.890000000001,9393.4864,Medium,High
128,West,Operator2,2500 MHz,104.92,93.38,1,Low,Low Uptime,104.92,6.6200000000000045,3.8100000000000014,4.662684092188698,2.0307763696985552,4.662684092188698,9797.4296,15.8489425981873,11008.206400000001,8719.8244,High,Medium
129,Central,Operator1,800 MHz,106.48,99.31,1,Low,High Uptime,106.48,0.6899999999999977,0.8449999999999989,4.6773047837472905,0.5247285289349808,4.6773047837472905,10574.5288,154.31884057971067,11337.9904,9862.4761,High,High
130,East,Operator3,1800 MHz,93.25,94.27,3,High,Low Uptime,31.08333333333333,5.730000000000004,4.365000000000002,4.54595082632812,1.906575143656637,3.468336684499784,8790.6775,16.273996509598593,8695.5625,8886.8329,Medium,Medium
131,South,Operator2,1800 MHz,88.01,97.74,1,Low,High Uptime,88.01,2.260000000000005,1.6300000000000026,4.48874872297084,1.1817271953786177,4.48874872297084,8602.0974,38.94247787610611,7745.760100000001,9553.1076,Medium,High
132,Central,Operator2,800 MHz,85.85,86.41,2,High,Low Uptime,42.925,13.590000000000003,7.795000000000002,4.464182492687113,2.6803363625346943,3.7824836340731607,7418.298499999999,6.317144959529063,7370.222499999999,7466.688099999999,Medium,Low
133,West,Operator1,2500 MHz,109.01,94.03,0,Low,Low Uptime,109.01,5.969999999999999,2.9849999999999994,4.700571270751344,1.9416152247724323,4.700571270751344,10250.2103,18.259631490787275,11883.180100000001,8841.6409,High,Medium
134,North,Operator1,2100 MHz,99.13,82.98,2,High,Low Uptime,49.565,17.019999999999996,9.509999999999998,4.606469341719711,2.8914822521801917,3.9232596373541337,8225.8074,5.8243243243243255,9826.756899999998,6885.680400000001,Medium,Low
135,South,Operator3,2100 MHz,67.33,96.09,4,High,High Uptime,16.8325,3.9099999999999966,3.9549999999999983,4.224348908792686,1.5912739418064286,2.881022635170056,6469.7397,17.219948849104874,4533.3288999999995,9233.2881,Low,High
136,East,Operator3,1800 MHz,73.89,89.72,4,High,Low Uptime,18.4725,10.28,7.140000000000001,4.316020370261276,2.423031246069913,2.9690032138119666,6629.4108,7.187743190661479,5459.7321,8049.6784,Low,Low
137,East,Operator3,2500 MHz,92.07,97.77,1,Low,High Uptime,92.07,2.230000000000004,1.615000000000002,4.533351898197619,1.1724821372345664,4.533351898197619,9001.683899999998,41.28699551569499,8476.8849,9558.972899999999,Medium,High
138,East,Operator3,1800 MHz,105.72,96.38,5,High,High Uptime,21.144,3.620000000000005,4.310000000000002,4.670208582167313,1.5303947050936486,3.097566579435259,10189.293599999999,29.204419889502724,11176.7184,9289.104399999998,High,High
139,South,Operator2,1800 MHz,108.73,89.2,2,High,Low Uptime,54.365,10.799999999999995,6.399999999999999,4.698022803002708,2.4680995314716188,4.013947625150071,9698.716,10.067592592592597,11822.2129,7956.64,High,Low
140,East,Operator3,2100 MHz,95.58,93.63,2,High,Low Uptime,47.79,6.3700000000000045,4.185000000000002,4.570371680445396,1.9974177062012457,3.8875253738277458,8949.1554,15.004709576138136,9135.536399999999,8766.5769,Medium,Medium
141,South,Operator3,2500 MHz,115.31,89.51,3,High,Low Uptime,38.43666666666667,10.489999999999997,6.744999999999997,4.7562590403509475,2.441477091860664,3.6746960095974615,10321.3981,10.99237368922784,13296.3961,8012.040100000001,Very High,Low
142,East,Operator3,2500 MHz,90.64,98.06,3,High,High Uptime,30.21333333333333,1.9399999999999975,2.469999999999999,4.517867857585294,1.0784095813505894,3.4408453539546002,8888.1584,46.721649484536144,8215.6096,9615.7636,Medium,High
143,Central,Operator1,800 MHz,113.41,103.6,3,High,High Uptime,37.803333333333335,-3.5999999999999943,-0.2999999999999971,4.739788487712852,,3.65850615359204,11749.276,-31.502777777777826,12861.828099999999,10732.96,Very High,
144,North,Operator3,2100 MHz,108.27,94.53,2,High,Low Uptime,54.135,5.469999999999999,3.735,4.693821883582654,1.867176108512809,4.009784723210641,10234.7631,19.793418647166366,11722.392899999999,8935.920900000001,High,Medium
145,North,Operator3,2100 MHz,69.9,101.83,0,Low,High Uptime,69.9,-1.8299999999999983,-0.9149999999999991,4.2612704335380815,,4.2612704335380815,7117.917,-38.19672131147545,4886.010000000001,10369.348899999999,Low,
146,Central,Operator3,2300 MHz,88.42,103.01,3,High,High Uptime,29.473333333333333,-3.010000000000005,-0.0050000000000025,4.4933443708058345,,3.4168519842354885,9108.1442,-29.375415282391977,7818.0964,10611.0601,Medium,
147,West,Operator2,2500 MHz,114.92,95.13,2,High,High Uptime,57.46,4.8700000000000045,3.4350000000000023,4.752900298012427,1.7698546338400059,4.0683427596831,10932.3396,23.59753593429156,13206.6064,9049.7169,Very High,High
148,Central,Operator1,2300 MHz,92.2,94.47,1,Low,Low Uptime,92.2,5.530000000000001,3.265000000000001,4.534747721691545,1.8764069432883397,4.534747721691545,8710.134,16.67269439421338,8500.84,8924.580899999999,Medium,Medium
149,North,Operator3,1800 MHz,103.49,96.5,1,Low,High Uptime,103.49,3.5,2.25,4.649091373046019,1.504077396776274,4.649091373046019,9986.785,29.568571428571428,10710.1801,9312.25,High,High
150,West,Operator2,2500 MHz,99.3,98.9,3,High,High Uptime,33.1,1.0999999999999943,2.049999999999997,4.60816569496789,0.7419373447293746,3.529297384289471,9820.77,90.27272727272774,9860.49,9781.210000000001,High,High
151,South,Operator3,800 MHz,92.68,95.47,1,Low,High Uptime,92.68,4.530000000000001,2.765000000000001,4.539884719289462,1.7101878155342436,4.539884719289462,8848.1596,20.459161147902865,8589.582400000001,9114.5209,Medium,High
152,North,Operator3,800 MHz,95.37,94.16,2,High,Low Uptime,47.685,5.840000000000003,3.9200000000000017,4.568194949863196,1.9227877316344595,3.885370974430719,8980.0392,16.330479452054785,9095.4369,8866.105599999999,Medium,Medium
153,North,Operator2,1800 MHz,96.73,101.12,2,High,High Uptime,48.365,-1.1200000000000043,0.4399999999999977,4.582208574350744,,3.899241671063413,9781.3376,-86.3660714285711,9356.6929,10225.254400000002,Medium,
154,West,Operator1,800 MHz,82.16,105.3,1,Low,High Uptime,82.16,-5.299999999999997,-2.1499999999999986,4.420766462989812,,4.420766462989812,8651.447999999999,-15.501886792452838,6750.2656,11088.09,Low,
155,North,Operator1,1800 MHz,48.72,91.13,2,High,Low Uptime,24.36,8.870000000000005,5.435000000000002,3.90640726664251,2.2894998534453905,3.233173129569025,4439.8535999999995,5.492671927846671,2373.6384,8304.676899999999,Low,Medium
156,West,Operator3,2500 MHz,100.48,88.71,0,Low,Low Uptime,100.48,11.290000000000006,5.645000000000003,4.619861734731081,2.508785923577944,4.619861734731081,8913.5808,8.89991142604074,10096.2304,7869.464099999999,High,Low
157,South,Operator2,2100 MHz,83.09,91.21,1,Low,Low Uptime,83.09,8.790000000000006,4.895000000000003,4.431887653844806,2.2813614565424194,4.431887653844806,7578.6389,9.452787258248003,6903.9481000000005,8319.264099999999,Low,Medium
158,Central,Operator1,2500 MHz,77.96,91.67,2,High,Low Uptime,38.98,8.329999999999998,5.164999999999999,4.368941395125226,2.233235014859252,3.6883793290722537,7146.593199999999,9.358943577430974,6077.761599999999,8403.3889,Low,Medium
159,North,Operator2,2100 MHz,85.73,93.43,4,High,Low Uptime,21.4325,6.569999999999993,5.284999999999997,4.462799844696364,2.0241930674493562,3.1105108001900756,8009.753900000001,13.048706240487077,7349.6329000000005,8729.164900000002,Medium,Medium
160,East,Operator3,1800 MHz,73.54,88.58,1,Low,Low Uptime,73.54,11.420000000000002,6.210000000000001,4.311335894051112,2.519308076505333,4.311335894051112,6514.1732,6.439579684763572,5408.131600000001,7846.4164,Low,Low
161,Central,Operator2,1800 MHz,96.47,94.14,1,Low,Low Uptime,96.47,5.859999999999999,3.43,4.579544638349119,1.9257074417377937,4.579544638349119,9081.6858,16.46245733788396,9306.4609,8862.3396,Medium,Medium
162,West,Operator1,2300 MHz,101.9,97.62,4,High,High Uptime,25.475,2.3799999999999955,3.1899999999999977,4.633757642840004,1.217875709494926,3.2762008914874703,9947.478000000001,42.815126050420254,10383.61,9529.664400000001,High,High
163,Central,Operator1,2100 MHz,99.99,94.18,2,High,Low Uptime,49.995,5.819999999999993,3.9099999999999966,4.6150215020384655,1.9198594718553696,3.9317275887024814,9417.0582,17.18041237113404,9998.0001,8869.872400000002,High,Medium
164,Central,Operator3,1800 MHz,117.46,89.18,3,High,Low Uptime,39.15333333333333,10.819999999999991,6.909999999999997,4.774575350848819,2.469793011977951,3.692705458947465,10475.0828,10.855822550831801,13796.851599999998,7953.072400000001,Very High,Low
165,South,Operator2,2100 MHz,62.45,100.03,1,Low,High Uptime,62.45,-0.0300000000000011,0.4849999999999994,4.150252194160396,-0.030459207484709677,4.150252194160396,6246.873500000001,-2081.6666666665906,3900.0025000000005,10006.000900000001,Low,
166,West,Operator1,2100 MHz,102.48,96.09,1,Low,High Uptime,102.48,3.9099999999999966,2.4549999999999983,4.639378357317828,1.5912739418064286,4.639378357317828,9847.3032,26.20971867007675,10502.1504,9233.2881,High,High
167,East,Operator1,2300 MHz,101.31,94.38,4,High,Low Uptime,25.3275,5.6200000000000045,4.810000000000002,4.6280074198908485,1.8900953699489174,3.2706140202726153,9561.6378,18.02669039145906,10263.7161,8907.5844,High,Medium
168,South,Operator2,800 MHz,93.49,91.99,2,High,Low Uptime,46.745,8.010000000000005,5.005000000000003,4.548494008794535,2.198335071620247,3.8658743494021657,8600.1451,11.671660424469405,8740.380099999998,8462.1601,Medium,Medium
169,South,Operator2,800 MHz,80.23,91.83,1,Low,Low Uptime,80.23,8.170000000000002,4.585000000000001,4.397284637062862,2.2159372862683737,4.397284637062862,7367.5209,9.820073439412484,6436.852900000001,8432.7489,Low,Medium
170,West,Operator3,2100 MHz,127.72,101.13,1,Low,High Uptime,127.72,-1.1299999999999957,-0.0649999999999977,4.857639502684128,,4.857639502684128,12916.3236,-113.0265486725668,16312.3984,10227.276899999999,Very High,
171,South,Operator2,2100 MHz,94.49,99.12,0,Low,High Uptime,94.49,0.8799999999999955,0.4399999999999977,4.559021529962111,0.6312717768418554,4.559021529962111,9365.8488,107.37500000000055,8928.3601,9824.7744,Medium,High
172,Central,Operator1,1800 MHz,70.9,90.29,3,High,Low Uptime,23.633333333333336,9.709999999999994,6.354999999999997,4.275276264727001,2.371177884459657,3.2041005392860464,6401.561000000001,7.301750772399593,5026.81,8152.284100000001,Low,Medium
173,North,Operator2,1800 MHz,75.61,92.56,1,Low,Low Uptime,75.61,7.439999999999998,4.219999999999999,4.338727616528729,2.1329823086078656,4.338727616528729,6998.4616000000005,10.162634408602154,5716.8721,8567.3536,Low,Medium
174,Central,Operator1,2100 MHz,76.21,88.07,0,Low,Low Uptime,76.21,11.930000000000009,5.965000000000003,4.3465289823207245,2.5595501927837665,4.3465289823207245,6711.814699999999,6.388097233864203,5807.964099999999,7756.324899999999,Low,Low
175,South,Operator3,800 MHz,83.91,102.9,1,Low,High Uptime,83.91,-2.9000000000000057,-0.9500000000000028,4.441591872011272,,4.441591872011272,8634.339,-28.934482758620632,7040.888099999999,10588.410000000002,Low,
176,South,Operator1,1800 MHz,111.61,85.91,2,High,Low Uptime,55.805,14.090000000000003,8.045000000000002,4.723930521708934,2.7140322727797574,4.039624350021867,9588.4151,7.92122072391767,12456.7921,7380.5280999999995,High,Low
177,Central,Operator1,2300 MHz,94.52,101.35,2,High,High Uptime,47.26,-1.3499999999999943,0.3250000000000028,4.559335649644292,,3.8766030601968855,9579.601999999999,-70.01481481481511,8934.0304,10271.822499999998,Medium,
178,Central,Operator1,2300 MHz,82.7,98.87,1,Low,High Uptime,82.7,1.1299999999999957,1.0649999999999975,4.4272389774954295,0.7561219797213317,4.4272389774954295,8176.549000000001,73.18584070796489,6839.290000000001,9775.2769,Low,High
179,Central,Operator1,2100 MHz,107.1,86.24,5,High,Low Uptime,21.42,13.760000000000003,9.380000000000004,4.683056724645162,2.6919208191723265,3.1099534176440136,9236.303999999998,7.783430232558137,11470.409999999998,7437.337599999999,High,Low
180,West,Operator3,2500 MHz,85.94,92.99,1,Low,Low Uptime,85.94,7.010000000000005,4.005000000000003,4.465218225560646,2.0806907610802683,4.465218225560646,7991.5606,12.25962910128387,7385.683599999999,8647.140099999999,Medium,Medium
181,Central,Operator3,1800 MHz,108.58,100.8,2,High,High Uptime,54.29,-0.7999999999999972,0.6000000000000014,4.696654876110269,-1.609437912434086,4.012592060349841,10944.864,-135.72500000000048,11789.616399999999,10160.64,High,
182,East,Operator3,2100 MHz,119.03,99.45,0,Low,High Uptime,119.03,0.5499999999999972,0.2749999999999986,4.787741711537254,0.4382549309311534,4.787741711537254,11837.5335,216.41818181818294,14168.1409,9890.3025,Very High,High
183,Central,Operator3,2500 MHz,112.42,95.85,0,Low,High Uptime,112.42,4.150000000000006,2.075000000000003,4.731097742585882,1.638996714675646,4.731097742585882,10775.457,27.089156626505986,12638.2564,9187.222499999998,High,High
184,Central,Operator3,2500 MHz,100.73,84.44,1,Low,Low Uptime,100.73,15.560000000000002,8.280000000000001,4.622322244805657,2.8069901489571136,4.622322244805657,8505.6412,6.473650385604112,10146.5329,7130.1136,High,Low
185,West,Operator3,2300 MHz,111.41,96.33,2,High,High Uptime,55.705,3.6700000000000017,2.835000000000001,4.722152901473706,1.5411590716808063,4.037862390267294,10732.1253,30.356948228882818,12412.1881,9279.4689,High,High
186,East,Operator1,1800 MHz,121.55,91.43,1,Low,Low Uptime,121.55,8.569999999999993,4.784999999999997,4.808519109974122,2.258633205464862,4.808519109974122,11113.3165,14.183197199533266,14774.4025,8359.4449,Very High,Medium
187,North,Operator1,800 MHz,66.5,93.64,0,Low,Low Uptime,66.5,6.359999999999999,3.18,4.212127597878484,1.9960599327407846,4.212127597878484,6227.06,10.455974842767297,4422.25,8768.4496,Low,Medium
188,North,Operator1,2100 MHz,108.34,102.32,5,High,High Uptime,21.668,-2.319999999999993,1.3400000000000034,4.694462293466853,,3.1209542383073727,11085.3488,-46.6982758620691,11737.555600000002,10469.382399999999,High,
189,Central,Operator3,2100 MHz,85.31,90.31,2,High,Low Uptime,42.655,9.689999999999998,5.844999999999999,4.457945466231566,2.3693087250369533,3.776317823262771,7704.346100000001,8.803921568627453,7277.7961000000005,8155.896100000001,Low,Medium
190,South,Operator1,800 MHz,105.09,96.24,1,Low,High Uptime,105.09,3.760000000000005,2.3800000000000026,4.66428779047118,1.5602476682433297,4.66428779047118,10113.8616,27.949468085106346,11043.9081,9262.137599999998,High,High
191,West,Operator2,2300 MHz,83.2,86.75,0,Low,Low Uptime,83.2,13.25,6.625,4.433194921248281,2.6567569067146595,4.433194921248281,7217.6,6.279245283018868,6922.240000000001,7525.5625,Low,Low
192,Central,Operator1,2300 MHz,99.63,93.85,2,High,Low Uptime,49.815,6.150000000000006,4.075000000000003,4.611450423945241,1.967112356705917,3.9281915865897297,9350.2755,16.199999999999985,9926.1369,8807.822499999998,High,Medium
193,East,Operator3,2300 MHz,60.88,95.17,0,Low,High Uptime,60.88,4.829999999999998,2.414999999999999,4.125197025704865,1.7630170003624006,4.125197025704865,5793.9496,12.604554865424436,3706.3744,9057.3289,Low,High
194,North,Operator1,800 MHz,92.29,96.46,3,High,High Uptime,30.763333333333332,3.5400000000000063,3.270000000000003,4.53571292097287,1.5129270120532579,3.458312584691987,8902.2934,26.07062146892651,8517.4441,9304.531599999998,Medium,High
195,West,Operator1,2500 MHz,76.06,96.87,1,Low,High Uptime,76.06,3.1299999999999955,2.0649999999999977,4.344584339198011,1.4182774069729402,4.344584339198011,7367.9322,24.300319488817927,5785.1236,9383.796900000001,Low,High
196,South,Operator1,2500 MHz,137.45,99.37,1,Low,High Uptime,137.45,0.6299999999999955,0.8149999999999977,4.9305092496169705,0.48858001481866814,4.9305092496169705,13658.4065,218.17460317460473,18892.5025,9874.396900000002,Very High,High
197,North,Operator2,1800 MHz,117.98,100.09,0,Low,High Uptime,117.98,-0.0900000000000034,-0.0450000000000017,4.7789554117597595,-0.09431067947124507,4.7789554117597595,11808.6182,-1310.8888888888393,13919.280400000001,10018.008100000001,Very High,
198,West,Operator1,1800 MHz,88.67,95.47,3,High,High Uptime,29.55666666666667,4.530000000000001,3.765000000000001,4.4961362649639565,1.7101878155342436,3.4195828833055746,8465.3249,19.573951434878584,7862.3689,9114.5209,Medium,High
199,East,Operator1,1800 MHz,83.6,94.54,0,Low,Low Uptime,83.6,5.459999999999994,2.729999999999997,4.437934266612177,1.8656293177945094,4.437934266612177,7903.544,15.311355311355328,6988.959999999999,8937.8116,Low,Medium
